player,n_events,sg_total,sg_ott,sg_app,sg_arg,sg_putt,made_cut_rate,wins,top10s,cluster_abs,cluster_res,stability_abs,stability_res
Jordan Spieth,126,0.910873015873016,0.061349206349206355,0.3085714285714286,0.2966666666666667,0.24174603174603174,0.8095238095238095,7,38,2,3,0.42,0.765
Jose de Jesus Rodriguez,19,-0.6252631578947369,-0.08368421052631578,-0.6273684210526315,0.03263157894736842,0.05263157894736842,0.47368421052631576,0,0,2,1,0.865,0.95
Joseph Bramlett,53,-0.6443396226415095,0.07132075471698114,0.0035849056603773637,-0.08056603773584907,-0.7218867924528302,0.5283018867924528,0,1,0,2,0.55,0.985
Josh Teater,53,-0.5079245283018868,-0.022641509433962256,0.012075471698113205,-0.05735849056603774,-0.4411320754716981,0.5283018867924528,0,2,0,2,0.73,0.975
Julian Etulain,36,-0.5249999999999999,-0.15555555555555556,-0.17833333333333334,-0.06472222222222222,-0.1275,0.4722222222222222,0,0,2,3,0.78,0.395
Justin Harding,11,-0.49909090909090903,-0.08545454545454545,-0.29727272727272724,-0.11363636363636363,-0.005454545454545439,0.5454545454545454,0,1,2,1,0.74,0.47
Justin Rose,90,0.7652222222222222,0.24444444444444444,0.2401111111111111,0.11533333333333334,0.1198888888888889,0.7555555555555555,1,29,0,0,0.825,0.685
Justin Suh,15,-0.9239999999999999,0.07466666666666667,-0.37266666666666665,-0.7846666666666666,0.15933333333333335,0.3333333333333333,0,0,1,0,0.845,0.905
Justin Thomas,129,1.1729457364341085,0.28713178294573644,0.6465116279069768,0.2582170542635659,-0.029224806201550397,0.813953488372093,9,53,0,2,0.89,0.95
K.J. Choi,91,-0.7230769230769231,-0.5094505494505495,-0.15934065934065933,0.06956043956043956,-0.1243956043956044,0.5164835164835165,0,3,2,3,0.895,0.98
Keegan Bradley,143,0.3541958041958042,0.3441958041958042,0.47223776223776226,0.08377622377622378,-0.5172727272727272,0.7412587412587412,1,18,0,2,0.955,0.975
Keith Mitchell,101,-0.20306930693069308,0.5668316831683168,-0.36178217821782177,-0.21495049504950495,-0.18386138613861386,0.6138613861386139,1,14,1,0,0.645,0.745
Kelly Kraft,111,-1.0861261261261261,-0.3815315315315315,-0.22783783783783784,-0.37531531531531537,-0.07315315315315316,0.3963963963963964,0,5,1,0,0.8,0.64
Ken Duke,65,-1.0209230769230768,-0.08569230769230769,-0.2998461538461538,-0.12153846153846153,-0.5141538461538462,0.4461538461538462,0,2,1,2,0.715,0.765
Kevin Chappell,103,-0.16631067961165047,0.06349514563106795,0.05834951456310679,-0.06873786407766991,-0.24174757281553397,0.6893203883495146,1,13,0,2,0.895,0.81
Kevin Kisner,141,0.17432624113475176,0.06099290780141844,-0.08716312056737589,-0.10418439716312057,0.3301418439716312,0.7304964539007093,2,27,2,0,0.675,0.785
Kevin Na,128,0.2459375,-0.406796875,0.215546875,0.332109375,0.104921875,0.7265625,3,26,2,3,0.89,0.99
Kevin Stadler,31,-3.06,-0.5838709677419355,-0.4616129032258064,-0.5361290322580645,-1.449032258064516,0.1935483870967742,0,0,3,2,0.465,0.995
Kevin Streelman,161,0.09639751552795031,0.3072049689440994,0.1506832298136646,-0.03440993788819876,-0.3078260869565217,0.6770186335403726,0,22,0,2,0.95,0.935
Kevin Tway,121,-0.3938842975206611,-0.07710743801652893,-0.28652892561983473,0.030413223140495875,-0.05991735537190083,0.5289256198347108,1,7,2,1,0.93,0.63
Kiradech Aphibarnrat,55,-0.6909090909090909,0.10927272727272727,-0.5920000000000001,-0.10763636363636364,-0.10672727272727271,0.4909090909090909,0,4,1,1,0.69,0.75
Kramer Hickok,77,-0.7270129870129871,0.10519480519480519,-0.36597402597402595,0.07688311688311689,-0.5631168831168831,0.4675324675324675,0,2,0,2,0.475,0.63
Kristoffer Ventura,37,-0.8578378378378378,-0.055675675675675655,-0.5743243243243243,-0.654054054054054,0.4243243243243243,0.35135135135135137,0,1,1,0,0.765,0.68
Kurt Kitayama,25,-0.5544,-0.016,-0.11800000000000001,-0.15839999999999999,-0.41200000000000003,0.48,0,2,1,2,0.635,0.905
Kyle Jones,21,-1.069047619047619,-0.1295238095238095,-0.4961904761904762,-0.15,-0.29333333333333333,0.42857142857142855,0,0,1,1,0.885,0.63
Kyle Reifers,67,-0.49134328358208956,0.02776119402985074,-0.3040298507462686,-0.028059701492537316,-0.18761194029850747,0.5522388059701493,0,3,2,1,0.505,0.575
Kyle Stanley,141,-0.022127659574468092,0.2685815602836879,0.24829787234042552,-0.09085106382978723,-0.49695035460992915,0.6312056737588653,1,11,0,2,0.91,0.945
Kyoung-Hoon Lee,91,-0.3341758241758242,0.06043956043956043,-0.18153846153846154,-0.03637362637362637,-0.17142857142857143,0.5714285714285714,2,6,2,0,0.345,0.69
Lanto Griffin,85,0.061647058823529416,-0.03176470588235293,0.1527058823529412,-0.1635294117647059,0.13258823529411765,0.7058823529411765,1,9,2,0,0.35,0.82
Lee Hodges,22,-0.63,0.05636363636363635,-0.20136363636363636,0.11772727272727272,-0.48227272727272724,0.5909090909090909,0,2,0,2,0.75,0.765
Lee Westwood,42,-0.5447619047619048,-0.05380952380952379,-0.04404761904761904,-0.2069047619047619,-0.24238095238095242,0.6190476190476191,0,3,1,0,0.655,0.545
Louis Oosthuizen,87,0.5622988505747126,0.23735632183908045,0.052873563218390804,0.15229885057471265,0.12045977011494254,0.8275862068965517,0,16,0,0,0.695,0.775
Lucas Bjerregaard,20,-1.6454999999999997,-0.286,-0.5925,-0.26149999999999995,-0.503,0.35,0,0,1,1,0.695,0.58
Lucas Glover,149,0.1797986577181208,0.378255033557047,0.262751677852349,-0.052617449664429536,-0.42671140939597313,0.7114093959731543,1,18,0,2,0.94,0.93
Lucas Herbert,24,-0.3541666666666667,-0.16458333333333333,-0.6495833333333333,-0.03375,0.4925,0.6666666666666666,0,1,2,1,0.83,0.84
Luke Donald,102,-0.30401960784313725,-0.9071568627450981,0.07529411764705882,0.3027450980392157,0.1753921568627451,0.5196078431372549,0,5,2,3,0.88,0.945
Luke List,146,0.17746575342465754,0.5158904109589042,0.1702054794520548,0.09246575342465753,-0.5978082191780822,0.5958904109589042,1,18,0,2,0.93,0.965
Mackenzie Hughes,126,-0.25317460317460316,-0.2196031746031746,-0.28658730158730156,0.08706349206349207,0.17611111111111113,0.6190476190476191,1,11,2,1,0.985,0.415
Marc Leishman,123,0.2998373983739837,-0.0524390243902439,0.21032520325203252,0.09658536585365854,0.046422764227642285,0.7723577235772358,2,23,2,3,0.435,0.5
Mark Anderson,48,-0.5283333333333333,-0.16604166666666667,-0.24854166666666666,0.017916666666666668,-0.13416666666666666,0.3958333333333333,0,1,2,3,0.915,0.56
Mark Hubbard,113,-0.41070796460176995,-0.24982300884955752,-0.15061946902654866,-0.019292035398230094,-0.006991150442477882,0.6371681415929203,0,3,2,3,0.98,0.825
Mark Wilson,54,-0.9192592592592592,-0.482962962962963,-0.43925925925925924,0.2162962962962963,-0.2777777777777778,0.4444444444444444,0,1,2,3,0.865,0.89
Martin Flores,60,-0.3215,0.10366666666666667,-0.14316666666666666,-0.1125,-0.16966666666666666,0.5833333333333334,0,1,1,0,0.41,0.895
Martin Kaymer,44,-0.30477272727272725,-0.2340909090909091,0.10795454545454546,-0.13704545454545455,-0.04318181818181817,0.6136363636363636,0,3,2,3,0.685,0.4
Martin Laird,137,0.0462043795620438,-0.003430656934306564,0.15963503649635039,0.027664233576642334,-0.14124087591240875,0.6496350364963503,0,12,0,2,0.91,0.73
Martin Piller,49,-1.3608163265306121,-0.4106122448979592,-0.9075510204081633,-0.2861224489795919,0.24387755102040817,0.3877551020408163,0,1,3,1,0.455,0.84
Martin Trainer,81,-2.084074074074074,-0.5393827160493827,-1.5633333333333332,-0.14629629629629629,0.08901234567901234,0.25925925925925924,0,1,3,1,0.66,0.855
Matt Every,117,-1.9281196581196582,-0.7107692307692307,-0.46794871794871795,-0.39641025641025646,-0.3523931623931624,0.3162393162393162,1,3,3,3,0.595,0.865
Matt Jones,150,-0.11713333333333334,0.15633333333333332,-0.4102,0.2602,-0.11413333333333334,0.6266666666666667,1,11,2,1,0.795,0.855
Matt Kuchar,132,0.6647727272727273,-0.030227272727272728,0.13166666666666665,0.2578030303030303,0.2953030303030303,0.8106060606060606,1,31,2,3,0.735,0.87
Matt Wallace,45,-0.35111111111111115,-0.15844444444444447,-0.21133333333333332,0.12377777777777778,-0.118,0.6,0,5,2,3,0.955,0.645
Matthew Fitzpatrick,69,0.5553623188405797,0.1926086956521739,-0.04420289855072464,0.12869565217391302,0.27594202898550724,0.6956521739130435,0,17,2,1,0.58,0.46
Matthew NeSmith,66,-0.11772727272727272,-0.053636363636363635,0.4074242424242424,-0.16469696969696968,-0.2909090909090909,0.5757575757575758,0,2,0,2,0.935,0.895
Matthew Wolff,56,-0.5189285714285715,-0.14607142857142857,-0.19178571428571425,-0.2830357142857143,0.010000000000000005,0.6785714285714286,1,5,1,0,0.745,0.87
Matthias Schwab,19,-0.3368421052631579,-0.1731578947368421,-0.0931578947368421,0.18368421052631578,-0.1705263157894737,0.5789473684210527,0,2,2,3,0.83,0.715
Maverick McNealy,64,0.027812500000000018,0.144375,-0.241875,-0.0465625,0.1765625,0.703125,0,6,2,0,0.67,0.475
Max Homa,105,-0.3858095238095239,0.018190476190476194,-0.057999999999999996,-0.2980952380952381,-0.04371428571428571,0.5904761904761905,4,15,1,0,0.74,0.935
Michael Gellerman,24,-1.2479166666666666,-0.28541666666666665,-0.11833333333333333,-0.38208333333333333,-0.4633333333333334,0.5,0,0,1,2,0.83,0.73
Michael Gligic,50,-0.9876,-0.0019999999999999953,-0.4046,-0.2928,-0.2688,0.46,0,0,1,0,0.945,0.83
Michael Kim,118,-1.2501694915254238,-0.9945762711864407,-0.3044915254237288,0.015508474576271183,0.033644067796610166,0.3728813559322034,1,2,2,3,0.675,0.925
Michael Thompson,146,-0.24952054794520548,-0.21184931506849314,-0.23082191780821915,0.05171232876712328,0.0986986301369863,0.6095890410958904,1,10,2,3,0.99,0.77
Mike Weir,29,-2.4962068965517243,-2.0841379310344825,-0.5906896551724138,0.3389655172413793,-0.16172413793103446,0.27586206896551724,0,0,3,3,0.54,0.875
Mito Pereira,25,0.7475999999999999,0.3796,0.39640000000000003,-0.004,0.021600000000000005,0.76,0,2,0,2,0.915,0.685
Morgan Hoffmann,83,-0.8797590361445783,-0.2680722891566265,-0.6467469879518072,0.03421686746987951,-9.78133237056802e-18,0.43373493975903615,0,4,2,1,0.81,0.87
Nate Lashley,84,-0.29428571428571426,-0.24797619047619046,-0.07452380952380955,0.05464285714285714,-0.05214285714285715,0.5595238095238095,1,4,2,3,0.975,0.825
Nelson Ledesma,25,-1.5948,-0.6192,-0.5316000000000001,-0.282,-0.16159999999999997,0.36,0,0,3,3,0.53,0.865
Nicholas Lindheim,47,-1.2565957446808511,-0.4731914893617021,-0.6063829787234043,-0.2527659574468085,0.07468085106382977,0.48936170212765956,0,1,3,1,0.415,0.695
Nick Hardy,17,-0.16411764705882356,0.30294117647058827,-0.3241176470588235,-0.1776470588235294,-0.27941176470588236,0.5882352941176471,0,0,1,0,0.72,0.755
Nick Taylor,165,-0.2999393939393939,0.05042424242424243,-0.1709090909090909,-0.0636969696969697,-0.1146060606060606,0.6363636363636364,2,9,2,0,0.415,0.785
Nick Watney,135,-0.4683703703703703,-0.20355555555555555,0.11429629629629631,-0.12874074074074074,-0.21844444444444444,0.5703703703703704,0,8,2,2,0.24,0.635
Ollie Schniederjans,74,-0.18905405405405404,-0.3051351351351352,-0.11243243243243241,0.0654054054054054,0.16337837837837837,0.5405405405405406,0,7,2,3,0.98,0.885
Omar Uresti,20,-3.1555,-0.969,-0.8710000000000001,0.20350000000000001,-1.5195,0.15,0,0,3,3,0.76,0.75
Padraig Harrington,75,-0.9409333333333333,-0.44639999999999996,-0.28213333333333335,0.3028,-0.5142666666666666,0.41333333333333333,1,2,2,3,0.81,0.83
Parker McLachlin,24,-2.24875,-0.8691666666666666,-1.545,0.20208333333333336,-0.03625000000000001,0.25,0,0,3,1,0.635,0.685
Pat Perez,122,0.23877049180327867,-0.17459016393442622,0.13245901639344262,0.12049180327868853,0.15975409836065574,0.6967213114754098,0,12,2,3,0.795,0.835
Patrick Cantlay,84,1.3736904761904762,0.5185714285714286,0.47130952380952384,0.21654761904761907,0.12964285714285714,0.9047619047619048,6,31,0,2,0.885,0.775
Patrick Reed,136,0.6958823529411765,0.07279411764705883,-0.016029411764705886,0.2676470588235294,0.37625000000000003,0.8455882352941176,3,28,2,1,0.75,0.385
Patrick Rodgers,153,-0.23326797385620918,0.10281045751633987,-0.48084967320261435,-0.013594771241830067,0.15156862745098038,0.5620915032679739,0,13,2,1,0.805,0.835
Patton Kizzire,144,-0.2989583333333333,-0.4280555555555556,0.06319444444444444,-0.10854166666666668,0.174375,0.5902777777777778,1,14,2,3,0.97,0.855
Paul Barjon,21,-0.8838095238095237,0.45142857142857146,-0.2628571428571429,-0.5133333333333334,-0.3566666666666667,0.47619047619047616,0,1,1,0,0.885,0.69
Paul Casey,100,0.9240999999999999,0.3764,0.6598,-0.020200000000000006,-0.09159999999999999,0.84,2,33,0,2,0.935,0.91
Peter Malnati,157,-0.46713375796178347,-0.4125477707006369,-0.37401273885350317,0.054267515923566885,0.2701910828025478,0.49044585987261147,0,2,2,3,0.92,0.635
Peter Uihlein,75,-0.38813333333333333,-0.2809333333333333,-0.22453333333333333,0.1076,0.027333333333333338,0.5333333333333333,0,5,2,3,0.98,0.89
Phil Mickelson,112,0.17276785714285717,-0.16526785714285716,0.08160714285714286,0.13580357142857144,0.14607142857142857,0.7321428571428571,3,20,2,3,0.795,0.85
Rafa Cabrera Bello,78,-0.13243589743589743,-0.01205128205128205,-0.18512820512820513,-0.05833333333333332,0.12166666666666665,0.6923076923076923,0,8,2,0,0.765,0.605
Rafael Campos,28,-0.9117857142857143,0.11214285714285714,-0.682142857142857,-0.2725,-0.0682142857142857,0.39285714285714285,0,1,1,1,0.845,0.685
Retief Goosen,59,-0.7510169491525424,-0.38389830508474576,-0.0040677966101694855,0.03355932203389831,-0.3971186440677966,0.4576271186440678,0,1,2,3,0.725,0.6
Rhein Gibson,39,-1.2097435897435898,-0.6782051282051282,-0.5274358974358975,-0.17051282051282052,0.16435897435897437,0.5128205128205128,0,0,3,3,0.385,0.685
Rich Beem,10,-1.6219999999999999,-0.395,-0.889,0.16999999999999998,-0.508,0.3,0,0,3,1,0.595,0.82
Richard Sterne,15,-1.2686666666666666,-0.29,-0.25799999999999995,-0.22666666666666668,-0.49466666666666664,0.3333333333333333,0,0,1,2,0.815,0.69
Richy Werenski,125,-0.70496,-0.13168000000000002,-0.38184,-0.11480000000000001,-0.036079999999999994,0.544,0,6,2,1,0.72,0.63
Rickie Fowler,121,0.6439669421487604,0.14909090909090908,0.09743801652892563,0.25,0.11438016528925621,0.7520661157024794,3,28,2,3,0.38,0.39
Ricky Barnes,98,-0.716734693877551,-0.8309183673469387,-0.1853061224489796,0.22795918367346937,0.08010204081632653,0.5306122448979592,0,5,2,3,0.88,0.91
Rob Oppenheim,76,-0.7646052631578947,-0.62,-0.0039473684210526265,0.18355263157894736,-0.3238157894736842,0.4605263157894737,0,2,2,3,0.87,0.975
Robby Shelton,58,-0.8313793103448276,-0.2189655172413793,-0.19793103448275862,-0.04189655172413794,-0.3724137931034483,0.46551724137931033,0,2,2,3,0.345,0.43
Robert Allenby,44,-1.9715909090909092,-0.5829545454545455,-0.19409090909090912,-0.4752272727272727,-0.7188636363636364,0.18181818181818182,0,0,1,2,0.655,0.86
Robert Garrigus,92,-0.7004347826086956,0.10586956521739131,0.13097826086956524,-0.31173913043478263,-0.6431521739130435,0.5652173913043478,0,6,1,2,0.57,0.935
Robert MacIntyre,13,-0.33538461538461534,-0.06538461538461537,-0.2692307692307693,0.25153846153846154,-0.25153846153846154,0.8461538461538461,0,0,2,1,0.82,0.46
Robert Streb,158,-0.490126582278481,-0.1962025316455696,-0.1828481012658228,0.07848101265822785,-0.19449367088607594,0.4810126582278481,1,15,2,3,0.915,0.66
Roberto Castro,76,-0.35828947368421055,-0.13907894736842105,0.17328947368421052,0.15328947368421053,-0.5457894736842105,0.5921052631578947,0,4,0,2,0.86,0.965
Roberto Diaz,39,-0.9082051282051282,-0.06923076923076923,-0.6782051282051282,-0.24410256410256415,0.08282051282051284,0.5128205128205128,0,1,1,1,0.67,0.825
Rod Pampling,73,-1.0890410958904109,-0.17726027397260274,-0.4298630136986301,0.08068493150684931,-0.5643835616438356,0.5068493150684932,1,1,2,1,0.255,0.39
Rod Perry,13,-4.096923076923077,-1.0846153846153845,-1.353846153846154,-0.5984615384615384,-1.06,0.07692307692307693,0,0,3,1,0.745,0.715
Roger Sloan,87,-0.7481609195402299,-0.10908045977011495,-0.29931034482758617,-0.08126436781609195,-0.26068965517241377,0.5057471264367817,0,2,1,1,0.555,0.395
Rory McIlroy,82,1.4821951219512195,0.8978048780487805,0.4320731707317073,0.19585365853658535,-0.042682926829268296,0.8902439024390244,7,38,0,2,0.935,0.81
Rory Sabbatini,138,-0.2778260869565217,0.13202898550724637,-0.28702898550724637,0.07833333333333334,-0.2008695652173913,0.6159420289855072,0,12,2,1,0.485,0.62
Russell Henley,140,0.4205,0.11671428571428571,0.29714285714285715,0.00985714285714285,-0.01007142857142856,0.7285714285714285,1,23,0,2,0.885,0.645
Russell Knox,149,0.07201342281879194,0.10348993288590604,0.3573154362416108,-0.00436241610738255,-0.4089261744966443,0.6577181208053692,1,13,0,2,0.94,0.975
Ryan Armour,126,-0.23404761904761906,-0.008253968253968253,-0.015238095238095236,0.024761904761904773,-0.2292857142857143,0.5555555555555556,1,10,0,2,0.79,0.675
Ryan Blaum,81,-0.5212345679012346,-0.09753086419753086,-0.30530864197530866,-0.10246913580246915,-0.015802469135802466,0.5061728395061729,0,4,2,1,0.745,0.495
Ryan Brehm,52,-1.285,0.13134615384615383,-0.4701923076923077,-0.4148076923076923,-0.5317307692307692,0.4230769230769231,0,0,1,0,0.82,0.74
Ryan Moore,114,0.23149122807017544,0.1313157894736842,0.2907017543859649,-0.049824561403508764,-0.1317543859649123,0.6842105263157895,1,14,0,2,0.94,0.83
Ryan Palmer,125,0.058799999999999984,0.34616,0.24736,-0.16047999999999998,-0.33984,0.712,0,20,0,2,0.94,0.91
Ryan Vermeer,10,-3.2350000000000003,-0.394,-1.6509999999999998,-0.179,-1.011,0.1,0,0,3,1,0.73,0.95
Ryo Ishikawa,44,-1.1438636363636363,-0.5847727272727273,-0.2381818181818182,-0.05136363636363637,-0.2697727272727273,0.38636363636363635,0,2,2,3,0.745,0.98
Sahith Theegala,30,-0.0036666666666666774,-0.09066666666666667,-0.0076666666666666584,-0.021,-0.054333333333333345,0.6333333333333333,0,4,2,3,0.72,0.36
Sam Burns,88,0.16829545454545453,0.19045454545454546,-0.001477272727272716,-0.3503409090909091,0.3019318181818182,0.6363636363636364,3,18,1,0,0.495,0.925
Sam Horsfield,11,-0.5790909090909091,0.15636363636363637,-0.5745454545454546,-0.13,-0.028181818181818207,0.45454545454545453,0,0,1,1,0.665,0.72
Sam Ryder,105,-0.3400952380952381,-0.01876190476190476,-0.007523809523809513,-0.20742857142857143,-0.09857142857142859,0.5238095238095238,0,10,1,0,0.515,0.82
Sam Saunders,100,-0.5957,-0.010599999999999993,-0.1444,-0.3214,-0.11989999999999998,0.55,0,3,1,0,0.9,0.94
Sang-Moon Bae,62,-1.2143548387096772,-0.1435483870967742,-0.6383870967741935,-0.20548387096774193,-0.23419354838709677,0.3709677419354839,0,1,1,1,0.79,0.765
Satoshi Kodaira,71,-1.579154929577465,-0.13267605633802818,-0.4302816901408451,-0.49225352112676063,-0.5356338028169014,0.4225352112676056,1,1,1,0,0.77,0.79
Scott Brown,155,-0.596516129032258,0.025870967741935487,-0.28683870967741937,-0.2444516129032258,-0.09051612903225806,0.5096774193548387,0,9,1,0,0.845,0.865
Scott Gutschewski,13,-0.21153846153846154,0.08615384615384612,0.17846153846153848,0.2023076923076923,-0.9069230769230768,0.38461538461538464,0,0,0,2,0.835,0.995
Scott Harrington,44,-0.859090909090909,0.09659090909090909,-0.729090909090909,-0.04704545454545455,-0.1809090909090909,0.4772727272727273,0,1,1,1,0.645,0.85
Scott Langley,57,-0.8742105263157894,-0.21999999999999997,-0.6699999999999999,0.12947368421052632,-0.11403508771929824,0.543859649122807,0,1,2,1,0.875,0.91
Scott Piercy,138,-0.19789855072463766,0.1848550724637681,0.07318840579710145,-0.07246376811594203,-0.3714492753623188,0.644927536231884,0,11,0,2,0.895,0.94
Scott Stallings,156,-0.27371794871794874,-0.032756410256410254,0.16634615384615384,-0.09884615384615385,-0.31493589743589745,0.5448717948717948,0,12,0,2,0.89,0.905
Scottie Scheffler,64,0.8792187499999999,0.4325,0.27828125,0.21031249999999999,-0.02062499999999999,0.78125,3,17,0,2,0.89,0.9
Seamus Power,100,-0.07450000000000002,-0.046400000000000004,-0.3404,0.1338,0.1482,0.57,1,10,2,1,0.98,0.885
Sean O'Hair,101,-0.6147524752475247,0.015148514851485152,-0.38099009900990094,-0.03148514851485147,-0.2192079207920792,0.5544554455445545,0,9,2,1,0.395,0.625
Sebastian Cappelen,32,-1.57375,-0.2971875,-0.91625,-0.39437500000000003,0.033437499999999995,0.34375,0,1,3,1,0.4,0.855
Sebastian Munoz,101,-0.0031683168316831776,0.0912871287128713,0.041386138613861395,-0.024752475247524747,-0.10633663366336633,0.6831683168316832,1,14,0,0,0.885,0.575
Sepp Straka,88,-0.11159090909090907,0.13340909090909092,-0.02295454545454546,-0.19886363636363635,-0.012954545454545443,0.5454545454545454,1,9,1,0,0.365,0.945
Sergio Garcia,80,0.545,0.631,0.23525000000000001,0.047375,-0.367875,0.725,1,12,0,2,0.965,0.915
Seth Reeves,35,-1.7154285714285713,0.24771428571428572,-0.9877142857142858,-0.5822857142857143,-0.49228571428571427,0.37142857142857144,0,2,1,0,0.715,0.52
Seung-Yul Noh,81,-0.5993827160493828,-0.7428395061728396,-0.04691358024691359,0.215679012345679,-0.06370370370370372,0.4567901234567901,0,5,2,3,0.88,0.96
Shane Lowry,91,0.4459340659340659,0.2986813186813187,0.1357142857142857,0.07923076923076923,-0.06758241758241759,0.7472527472527473,1,15,0,2,0.905,0.605
Shaun Micheel,15,-2.1726666666666663,-0.6460000000000001,-1.0706666666666667,-0.04933333333333335,-0.40800000000000003,0.13333333333333333,0,0,3,1,0.755,0.78
Shaun Norris,10,-1.3119999999999998,-0.754,0.047000000000000014,-0.9129999999999999,0.30599999999999994,0.6,0,0,1,0,0.72,0.705
Shawn Stefani,113,-0.4002654867256637,-0.14637168141592918,-0.035486725663716814,-0.05460176991150443,-0.1643362831858407,0.5221238938053098,0,6,2,3,0.63,0.335
Shugo Imahira,11,-1.040909090909091,-0.32363636363636367,-0.3690909090909091,0.04727272727272727,-0.39909090909090905,0.6363636363636364,0,0,2,3,0.725,0.645
Si Woo Kim,153,-0.3498039215686275,0.017777777777777774,-0.3073856209150327,0.26529411764705885,-0.32588235294117646,0.6470588235294118,3,18,2,1,0.69,0.53
Smylie Kaufman,60,-2.405666666666667,-1.0905,-0.8584999999999999,-0.23983333333333334,-0.21733333333333332,0.35,1,4,3,3,0.74,0.79
Stephan Jaeger,64,-0.4859375,-0.44328125,-0.31875,0.27625,-0.05203125,0.5,0,1,2,3,0.895,0.905
Steve Marino,35,-0.8874285714285713,0.06485714285714286,-0.5182857142857143,-0.176,-0.2571428571428571,0.42857142857142855,0,1,1,1,0.925,0.64
Steve Stricker,58,0.23344827586206898,-0.12293103448275862,-0.04982758620689655,0.35000000000000003,0.056206896551724145,0.6896551724137931,0,4,2,3,0.83,0.895
Steven Bowditch,62,-2.310967741935484,-1.3125806451612902,-0.9382258064516129,0.1346774193548387,-0.1946774193548387,0.27419354838709675,1,1,3,3,0.615,0.78
Stewart Cink,133,0.018120300751879703,-0.1486466165413534,0.34729323308270676,-0.17105263157894737,-0.042030075187969924,0.6766917293233082,2,11,0,2,0.87,0.58
Stuart Appleby,46,-0.6547826086956521,-0.3106521739130435,-0.5413043478260869,0.16956521739130434,0.02934782608695653,0.45652173913043476,0,0,2,1,0.915,0.69
Sung Kang,150,-0.8413333333333334,-0.21773333333333336,-0.26633333333333337,-0.21506666666666666,-0.14900000000000002,0.5466666666666666,1,12,1,0,0.785,0.675
Sungjae Im,99,0.8736363636363635,0.481010101010101,0.09858585858585858,0.1105050505050505,0.2108080808080808,0.8181818181818182,2,22,0,0,0.83,0.895
Takumi Kanaya,12,-1.4741666666666664,-0.16749999999999998,-1.095,0.06333333333333334,-0.2775,0.08333333333333333,0,0,3,1,0.55,0.985
Talor Gooch,102,0.20245098039215684,-0.15303921568627452,0.22941176470588234,0.04333333333333334,0.03647058823529411,0.6666666666666666,1,11,2,3,0.585,0.615
Taylor Moore,22,-0.8786363636363635,0.10727272727272727,-0.6286363636363637,-0.04681818181818181,-0.45454545454545453,0.45454545454545453,0,0,1,1,0.78,0.715
Taylor Pendrith,17,0.11411764705882355,0.5541176470588235,-0.49058823529411766,0.0988235294117647,-0.2582352941176471,0.7058823529411765,0,0,0,1,0.84,0.65
Ted Potter Jr.,85,-1.1392941176470588,-0.31070588235294117,-0.21870588235294117,-0.21788235294117647,-0.3835294117647059,0.43529411764705883,1,3,1,2,0.88,0.335
Ted Purdy,14,-3.172857142857143,-1.0035714285714286,-1.2650000000000001,-0.33571428571428574,-0.5692857142857143,0.14285714285714285,0,0,3,1,0.795,0.635
Thomas Pieters,23,-0.4769565217391304,-0.04695652173913043,0.07869565217391304,-0.09434782608695652,-0.4156521739130435,0.6086956521739131,0,4,0,2,0.735,0.965
Thorbjorn Olesen,15,-0.26,-0.009333333333333327,-0.4986666666666667,-0.13266666666666668,0.378,0.6,0,2,2,1,0.78,0.805
Tiger Woods,40,0.32075,-0.1305,0.5037499999999999,-0.08399999999999999,0.030000000000000006,0.825,1,10,0,2,0.875,0.6
Tim Herron,39,-1.5056410256410255,-0.34615384615384615,-0.6397435897435897,-0.17025641025641028,-0.34846153846153843,0.38461538461538464,0,0,3,1,0.45,0.79
Tim Wilkinson,69,-0.4391304347826087,-0.3420289855072464,-0.15478260869565216,0.27666666666666667,-0.21826086956521737,0.43478260869565216,0,1,2,3,0.955,0.915
Tom Hoge,168,-0.1863095238095238,-0.06976190476190476,0.23595238095238097,-0.1306547619047619,-0.21797619047619046,0.5476190476190477,1,13,0,2,0.905,0.8
Tom Lewis,35,-0.4537142857142857,0.2517142857142857,-0.2745714285714286,-0.19200000000000003,-0.2365714285714286,0.5142857142857142,0,1,1,0,0.715,0.82
Tom Lovelady,33,-0.9878787878787879,0.19818181818181818,-0.6242424242424243,-0.2393939393939394,-0.32303030303030306,0.5151515151515151,0,1,1,1,0.93,0.55
Tommy Fleetwood,66,0.741969696969697,0.3236363636363636,0.13257575757575757,0.263939393939394,0.02227272727272728,0.8333333333333334,0,13,0,2,0.835,0.4
Tommy Gainey,30,-1.6123333333333334,-0.2326666666666667,-0.602,-0.46266666666666667,-0.42433333333333334,0.3,0,0,1,0,0.705,0.775
Tony Finau,149,0.7026845637583893,0.42395973154362415,0.2902013422818792,0.10785234899328859,-0.12355704697986578,0.7583892617449665,1,34,0,2,0.93,0.92
Trevor Immelman,17,-2.428235294117647,-0.26411764705882357,-1.4670588235294117,-0.2376470588235294,-0.4617647058823529,0.11764705882352941,0,0,3,1,0.715,0.97
Trey Mullinax,81,-0.6546913580246914,0.3933333333333333,-0.3980246913580247,-0.2471604938271605,-0.40617283950617283,0.48148148148148145,0,4,1,0,0.855,0.725
Troy Merritt,162,-0.3166049382716049,-0.12469135802469135,-0.1671604938271605,-0.11969135802469136,0.08296296296296296,0.5925925925925926,2,15,2,0,0.8,0.635
